#GENE	HGNC ID	INHERITANCE	AGE GROUP
GPD1	4455	AR	Pediatric
GPD1L	28956	AD	Pediatric
GPHN	15465	AD/AR	N/A
GPI	4458	AD	Pediatric
GPIHBP1	24945	AR	Pediatric
GPNMB	4462	AR	N/A
GPR101	14963	XL	Pediatric
GPR143	20145	XL	N/A
GPR179	31371	AR	N/A
GPR68	4519	AR	N/A
GPR88	4539	AR	N/A
GPRASP2	25169	XL	Pediatric
GPSM2	29501	AR	Pediatric
GPT2	18062	AR	N/A
GPX4	4556	AR	Pediatric
GRAP	4562	AR	Pediatric
GREB1L	31042	AD	N/A
GREM1	2001	AD	Pediatric
GREM2	17655	AD	N/A
GRHL2	2799	AD/AR	Pediatric
GRHL3	25839	AD	N/A
GRHPR	4570	AR	Pediatric
GRIA2	4572	AD	N/A
GRIA3	4573	XL	N/A
GRIA4	4574	AD	N/A
GRID2	4576	AR	N/A
GRIK2	4580	AD/AR	N/A
GRIK4	4582	AD	Pediatric
GRIN1	4584	AD/AR	N/A
GRIN2A	4585	AD	Pediatric
GRIN2B	4586	AD	N/A
GRIN2D	4588	AD	Pediatric
GRIP1	18708	AR	N/A
GRK1	10013	AR	N/A
GRM1	4593	AD/AR	N/A
GRM6	4598	AR	N/A
GRM7	4599	AR	Pediatric
GRN	4601	AD/AR	N/A
GRXCR1	31673	AR	Pediatric
GRXCR2	33862	AR	Pediatric
GSC	4612	AR	Pediatric
GSDME	2810	AD	N/A
GSN	4620	AD	Adult
GSR	4623	AR	Pediatric
GSS	4624	AR	Pediatric
GSTZ1	4643	AR	N/A
GTF2E2	4651	AR	N/A
GTF2H5	21157	AR	N/A
GTPBP2	4670	AR	N/A
GTPBP3	14880	AR	Pediatric
GUCA1A	4678	AD	N/A
GUCA1B	4679	AD	N/A
GUCY1A1	4685	AR	Pediatric
GUCY2C	4688	AD/AR	Pediatric
GUCY2D	4689	AD/AR	N/A
GUF1	25799	AR	N/A
GUSB	4696	AR	Pediatric
GYG1	4699	AR	Pediatric
GYPA	4702	BG	Pediatric
GYPB	4703	BG	Pediatric
GYPC	4704	BG	Pediatric
GYS1	4706	AR	Pediatric
GYS2	4707	AR	Pediatric
GZF1	15808	AR	N/A
H1-4	4718	AD	N/A
H19	4713	AD (with imprinting)	Pediatric
H3-3A	4764	AD	Pediatric
H3-3B	4765	AD	Pediatric
H6PD	4795	AR 	N/A
HAAO	4796	AR	Pediatric
HABP2	4798	AD	Pediatric
HACE1	21033	AR	N/A
HADH	4799	AR	Pediatric
HADHA	4801	AR	Pediatric
HADHB	4803	AR	Pediatric
HAL	4806	AR	N/A
HAMP	15598	AR	Pediatric
HARS1	4816	AR	Pediatric
HARS2	4817	AR	Pediatric
HAVCR2	18437	AR	Pediatric
HAX1	16915	AR	Pediatric
HBA1	4823	AD/AR/Digenic	Pediatric
HBA2	4824	AD/AR/Digenic	Pediatric
HBB	4827	AD/AR/Digenic	Pediatric
HBG1	4831	AD	N/A
HBG2	4832	AD	Pediatric
HCCS	4837	XL	Pediatric
HCFC1	4839	XL	Pediatric
HCN1	4845	AD	N/A
HCN2	4846	AD	N/A
HCN4	16882	AD	Pediatric
HCRT	4847	AD	N/A
HDAC4	14063	AD	N/A
HDAC6	14064	XL	N/A
HDAC8	13315	XL	N/A
HDC	4855	AD	N/A
HECW2	29853	AD	N/A
HELLS	4861	AR	Pediatric
HEPACAM	26361	AD/AR	N/A
HEPHL1	30477	AR	N/A
HERC1	4867	AR	N/A
HERC2	4868	AD/AR	N/A
HES7	15977	AR	N/A
HESX1	4877	AR/AD	Pediatric
HEXA	4878	AR	N/A
HEXB	4879	AR	N/A
HFE	4886	AR/Digenic	Pediatric
HFM1	20193	AR	Pediatric
HGD	4892	AR	Pediatric
HGF	4893	AR	Pediatric
HGSNAT	26527	AR	N/A
HHAT	18270	AR	N/A
HIBCH	4908	AR	Pediatric
HIKESHI	26938	AR	N/A
HINT1	4912	AR	N/A
HIVEP2	4921	AD	N/A
HJV	4887	AR	Pediatric
HK1	4922	AR	Pediatric
HKDC1	23302	AR	N/A
HLA-A	4931	AD	Pediatric
HLA-B	4932	AD	Pediatric
HLCS	4976	AR	Pediatric
HMBS	4982	AD/AR	Pediatric
HMCN1	19194	AD	N/A
HMGA2	5009	AD	Pediatric
HMGB3	5004	XL	N/A
HMGCL	5005	AR	Pediatric
HMGCR	5006	AD	Pediatric
HMGCS2	5008	AR	Pediatric
HMOX1	5013	AR	N/A
HMX1	5017	AD	N/A
HNF1A	11621	AD	Pediatric
HNF1B	11630	AD	Adult
HNF4A	5024	AD	Pediatric
HNMT	5028	AR	N/A
HNRNPA1	5031	AD	N/A
HNRNPA2B1	5033	AD	N/A
HNRNPDL	5037	AD	N/A
HNRNPH2	5042	XL	N/A
HNRNPK	5044	AD	Pediatric
HNRNPU	5048	AR	N/A
HOGA1	25155	AD/AR	Pediatric
HOMER2	17513	AD	N/A
HOXA1	5099	AR	Pediatric
HOXA11	5101	AD	Pediatric
HOXA13	5102	AD	N/A
HOXA2	5103	AR	Pediatric
HOXB1	5111	AR	Pediatric
HOXC13	5125	AR	N/A
HOXD10	5133	AD	N/A
HOXD13	5136	AD/AR	N/A
HP	5141	AR	Pediatric
HPCA	5144	AR	N/A
HPD	5147	AD/AR	Pediatric
HPDL	28242	AR	N/A
HPGD	5154	AR	Pediatric
HPRT1	5157	XL	Pediatric
HPS1	5163	AR	Pediatric
HPS3	15597	AR	Pediatric
HPS4	15844	AR	Pediatric
HPS5	17022	AR	Pediatric
HPS6	18817	AR	Pediatric
HPSE2	18374	AR	Pediatric
HR	5172	AR	N/A
HRAS	5173	AD	Pediatric
HRG	5181	AD	Adult
HRURF	55085	AD	N/A
HS2ST1	5193	AR	N/A
HS3ST6	14178	AD	Pediatric
HS6ST1	5201	AD/AR/Digenic/Multigenic	Pediatric
HS6ST2	19133	XL	N/A
HSCB	28913	AR	Pediatric
HSD11B1	5208	AD/AR (Triallelic)	AD
HSD11B2	5209	AR	Pediatric
HSD17B10	4800	XL	N/A
HSD17B3	5212	AR	Pediatric
HSD17B4	5213	AR	Pediatric
HSD3B2	5218	AR	Pediatric
HSD3B7	18324	AR	Pediatric
HSF2BP	5226	AR	Pediatric
HSF4	5227	AD	N/A
HSPA1L	5234	AD 	Pediatric
HSPA9	5244	AD	Pediatric
HSPB1	5246	AD	N/A
HSPB3	5248	AD	N/A
HSPB8	30171	AD	N/A
HSPD1	5261	AD/AR	N/A
HSPG2	5273	AD/AR	Pediatric
HTR1A	5286	AD	Pediatric
HTR2A	5293	AD	Pediatric
HTRA1	9476	AD/AR	N/A
HTRA2	14348	AR	N/A
HTT	4851	AD/AR	N/A
HUWE1	30892	XL	N/A
HYAL1	5320	AR	N/A
HYDIN	19368	AR	Pediatric
HYLS1	26558	AR	N/A
HYOU1	16931	AR	Pediatric
IARS1	5330	AR	Pediatric
IARS2	29685	AR	Pediatric
IBA57	27302	AR	N/A
ICAM4	5347	BG	Pediatric
ICOS	5351	AR	Pediatric
IDH2	5383	AD	N/A
IDH3A	5384	AR	N/A
IDH3B	5385	AR	N/A
IDS	5389	XL	Pediatric
IDUA	5391	AR	Pediatric
IER3IP1	18550	AR	Pediatric
IFIH1	18873	AD	Pediatric
IFITM5	16644	AD	N/A
IFNAR2	5433	AR	Pediatric
IFNG	5438	AR	Pediatric
IFNGR1	5439	AD/AR	Pediatric
IFNGR2	5440	AR	Pediatric
IFNL3	18365	AD	Pediatric
IFT122	13556	AR	N/A
IFT140	29077	AR	N/A
IFT172	30391	AR	N/A
IFT27	18626	AR	N/A
IFT43	29669	AR	N/A
IFT52	15901	AR	N/A
IFT57	17367	AR	N/A
IFT74	21424	AR	N/A
IFT80	29262	AR	N/A
IFT81	14313	AR	N/A
IFT88	20606	AR	N/A
IGBP1	5461	XL	N/A
IGF1	5464	AR	Pediatric
IGF1R	5465	AD/AR	Pediatric
IGF2	5466	AD	Pediatric
IGFALS	5468	AR	Pediatric
IGFBP7	5476	AR	Pediatric
IGHM	5541	AR	Pediatric
IGHMBP2	5542	AR	N/A
IGKC	5716	AR	N/A
IGLL1	5870	AR	Pediatric
IGSF1	5948	XL	Pediatric
IGSF3	5950	AR	Pediatric
IHH	5956	AD/AR	N/A
IKBKB	5960	AD/AR	Pediatric
IKBKG	5961	XL	Pediatric
IKZF1	13176	AD	Pediatric
IKZF3	13178	AD	Pediatric
IKZF5	14283	AD	Pediatric
IL10	5962	AD	Pediatric
IL10RA	5964	AR	N/A
IL10RB	5965	AR	N/A
IL11RA	5967	AR	N/A
IL12B	5970	AR	Pediatric
IL12RB1	5971	AR	Pediatric
IL17F	16404	AD	Pediatric
IL17RA	5985	AR	Pediatric
IL17RC	18358	AR	Pediatric
IL17RD	17616	AD/Digenic	Pediatric
IL18BP	5987	AR	Pediatric
IL1RAPL1	5996	XL	N/A
IL1RN	6000	AR	Pediatric
IL21	6005	AR	Pediatric
IL21R	6006	AR	Pediatric
IL2RA	6008	AR	Pediatric
IL2RB	6009	AR	Pediatric
IL2RG	6010	XL	Pediatric
IL31RA	18969	AD	N/A
IL36RN	15561	AR	N/A
IL37	15563	AR	Pediatric
IL6R	6019	AR	Pediatric
IL6ST	6021	AR	Pediatric
IL7	6023	AR	Pediatric
IL7R	6024	AR	Pediatric
ILDR1	28741	AR	Pediatric
IMPA1	6050	AR	N/A
IMPDH1	6052	AD	N/A
IMPDH2	6053	AD	Pediatric
IMPG1	6055	AD/AR	N/A
IMPG2	18362	AD/AR	N/A
INF2	23791	AD	N/A
INPP5E	21474	AR	N/A
INPP5K	33882	AR	N/A
INPPL1	6080	AR	Pediatric
INS	6081	AD	Pediatric
INSL3	6086	AD	N/A
INSR	6091	AD/AR	Pediatric
INTS1	24555	AR	N/A
INTU	29239	AR	Pediatric
INVS	17870	AR	N/A
IPMK	20739	AD	Pediatric
IPO8	9853	AR	Pediatric
IQCB1	28949	AR	N/A
IQCE	29171	AR	N/A
IQSEC1	29112	AR	N/A
IQSEC2	29059	XL	N/A
IRAK4	17967	AR	Pediatric
IREB2	6115	AR	N/A
IRF2BP2	21729	AD	Pediatric
IRF2BPL	14282	AD	N/A
IRF3	6118	AD	Pediatric
IRF4	6119	AD	N/A
IRF6	6121	AD	N/A
IRF7	6122	AR	Pediatric
IRF8	5358	AD	Pediatric
IRF9	6131	AR	Pediatric
IRS4	6128	XL	Pediatric
ISCA1	28660	AR	N/A
ISCA2	19857	AR	N/A
ISCU	29882	AR	Pediatric
ISG15	4053	AR	Pediatric
ITCH	13890	AR	Pediatric
ITGA2B	6138	AD/AR	Pediatric
ITGA3	6139	AR	N/A
ITGA6	6142	AR	N/A
ITGA7	6143	AR	N/A
ITGA8	6144	AR	N/A
ITGB2	6155	AR	Pediatric
ITGB3	6156	AD/AR	Pediatric
ITGB4	6158	AD/AR	N/A
ITGB6	6161	AR	N/A
ITK	6171	AR	Pediatric
ITM2B	6174	AD	N/A
ITPA	6176	AR	Pediatric
ITPR1	6180	AD/AR	N/A
ITPR2	6181	AR	Pediatric
IVD	6186	AR	Pediatric
IVNS1ABP	16951	AD	Pediatric
IYD	21071	AR	Pediatric
JAG1	6188	AD	Pediatric
JAG2	6189	AR	Pediatric
JAGN1	26926	AR	Pediatric
JAK1	6190	AD	Pediatric
JAK2	6192	AD	Adult
JAK3	6193	AR	Pediatric
JAM2	14686	AR	N/A
JAM3	15532	AR	N/A
JPH2	14202	AD/AR	Pediatric
JPH3	14203	AD	N/A
JUP	6207	AD/AR	Adult
KANK1	19309	AD	N/A
KANK2	29300	AR	N/A
KANSL1	24565	AD	Pediatric
KARS1	6215	AR	Pediatric
KAT5	5275	AD	Pediatric
KAT6A	13013	AD	Pediatric
KAT6B	17582	AD	Pediatric
KAT8	17933	AD	N/A
KATNB1	6217	AR	N/A
KATNIP	29068	AR	Pediatric
KBTBD13	37227	AD	N/A
KCNA1	6218	AD	Pediatric
KCNA2	6220	AD	N/A
KCNA4	6222	AR	N/A
KCNA5	6224	AD	Adult
KCNB1	6231	AD	N/A
KCNC1	6233	AD	N/A
KCNC3	6235	AD	N/A
KCND3	6239	AD	Pediatric
KCNE1	6240	AD/AR/Digenic	Pediatric
KCNE2	6242	AD	Pediatric
KCNE3	6243	AD	Pediatric
KCNH1	6250	AD/AR	N/A
KCNH2	6251	AD	Pediatric
KCNJ1	6255	AR	Pediatric (and prenatal)
KCNJ10	6256	AR/Digenic	Pediatric
KCNJ11	6257	AD/AR	Pediatric
KCNJ13	6259	AD/AR	N/A
KCNJ16	6262	AR	Pediatric
KCNJ18	39080	AD	Pediatric
KCNJ2	6263	AD	Pediatric
KCNJ3	6264	AR	N/A
KCNJ5	6266	AD	Pediatric
KCNJ6	6267	AD	N/A
KCNK18	19439	AD	N/A
KCNK3	6278	AD	Pediatric
KCNK4	6279	AD	N/A
KCNK9	6283	AD	N/A
KCNMA1	6284	AD/AR	N/A
KCNN2	6291	AD	N/A
KCNN3	6292	AD	N/A
KCNN4	6293	AD	Pediatric
KCNQ1	6294	AD/AR/Digenic	Pediatric
KCNQ1OT1	6295	AD	Pediatric
KCNQ2	6296	AD	Pediatric
KCNQ3	6297	AD	N/A
KCNQ4	6298	AD	N/A
KCNQ5	6299	AD	N/A
KCNT1	18865	AD	Pediatric
KCNT2	18866	AD	N/A
KCNV2	19698	AR	N/A
KCTD17	25705	AD	N/A
KCTD7	21957	AR	N/A
KDELR2	6305	AR	N/A
KDF1	26624	AD	N/A
KDM1A	29079	AD	N/A
KDM3B	1337	AD	Pediatric
KDM4B	29136	AD	N/A
KDM5B	18039	AD/AR	N/A
KDM5C	11114	XL	N/A
KDM6A	12637	XL	Pediatric
KDM6B	29012	AD	N/A
KDSR	4021	AR	N/A
KEL	6308	BG	Pediatric
KERA	6309	AR	N/A
KHDC3L	33699	AR	Pediatric
KHK	6315	AR	N/A
KIAA0586	19960	AR	N/A
KIAA0753	29110	AR	Pediatric
KIAA0825	28532	AR	N/A
KIAA1549	22219	AR	N/A
KIDINS220	29508	AR	N/A
KIF11	6388	AD	N/A
KIF14	19181	AR	N/A
KIF1A	888	AD/AR	N/A
KIF1B	16636	AD	Pediatric
KIF1C	6317	AR	N/A
KIF20A	9787	AR	N/A
KIF21A	19349	AD	N/A
KIF22	6391	AD	N/A
KIF2A	6318	AD	N/A
KIF3B	6320	AR	Pediatric
KIF4A	13339	XL	N/A
KIF5A	6323	AD	N/A
KIF5C	6325	AD	N/A
KIF7	30497	AR/Digenic	N/A
KIFBP	23419	AR	N/A
KIRREL1	15734	AR	Pediatric
KIRREL3	23204	AD	N/A
KISS1	6341	AR	Pediatric
KISS1R	4510	AR	Pediatric
KIT	6342	AD	Adult
KITLG	6343	AD	Pediatric
KIZ	15865	AR	N/A
KL	6344	AR	Pediatric
KLC2	20716	AR	N/A
KLF1	6345	AD/BG	Pediatric
KLF11	11811	AD	N/A
KLHDC8B	28557	AD	Pediatric
KLHL10	18829	AD	N/A
KLHL15	29347	XL	N/A
KLHL24	25947	AD	N/A
KLHL3	6354	AD/AR	Pediatric
KLHL40	30372	AR	N/A
KLHL41	16905	AR	N/A
KLHL7	15646	AR	Pediatric
KLK4	6365	AR	N/A
KLKB1	6371	AR	N/A
KLLN	37212	AD	Adult
KMT2A	7132	AD	N/A
KMT2B	15840	AD	N/A
KMT2C	13726	AD	N/A
KMT2D	7133	AD	Pediatric
KMT2E	18541	AD	Pediatric
KMT5B	24283	AD	N/A
KNG1	6383	AD	Pediatric
KNL1	24054	AR	N/A
KPTN	6404	AR	N/A
KRAS	6407	AD	Pediatric
KREMEN1	17550	AR	N/A
KRIT1	1573	AD	Pediatric
KRT1	6412	AD	N/A
KRT10	6413	AD/AR	N/A
KRT12	6414	AD	N/A
KRT13	6415	AD	N/A
KRT14	6416	AD/AR	N/A
KRT16	6423	AD	N/A
KRT17	6427	AD	N/A
KRT2	6439	AD	N/A
KRT25	30839	AR	N/A
KRT3	6440	AD	N/A
KRT4	6441	AD	N/A
KRT5	6442	AD/AR	N/A
KRT6A	6443	AD	N/A
KRT6B	6444	AD	N/A
KRT6C	20406	AD	N/A
KRT71	28927	AD	N/A
KRT74	28929	AD	N/A
KRT75	24431	AD	N/A
KRT81	6458	AD	N/A
KRT83	6460	AD/AR	N/A
KRT85	6462	AR	N/A
KRT86	6463	AD	N/A
KRT9	6447	AD	N/A
KY	26576	AR	N/A
KYNU	6469	AR	Pediatric
L1CAM	6470	XL	N/A
L2HGDH	20499	AR	Pediatric
LACC1	26789	AR	Pediatric
LAGE3	26058	XL	N/A
LAMA1	6481	AR	N/A
LAMA2	6482	AD/AR	N/A
LAMA3	6483	AR	N/A
LAMA4	6484	AD	Pediatric
LAMB1	6486	AR	N/A
LAMB2	6487	AR	N/A
LAMB3	6490	AR	Pediatric
LAMC2	6493	AR	N/A
LAMC3	6494	AR	N/A
LAMP2	6501	XL	Pediatric
LAMTOR2	29796	AR	Pediatric
LARGE1	6511	AR	N/A
LARP7	24912	AR	N/A
LARS1	6512	AR	N/A
LARS2	17095	AR	Pediatric
LAS1L	25726	XL	N/A
LAT	18874	AR	Pediatric
LBR	6518	AD/AR	N/A
LBX1	16960	AR	Pediatric
LCA5	31923	AR	N/A
LCAT	6522	AR	Pediatric
LCK	6524	AR	Pediatric
LCP2	6529	AR	Pediatric
LCT	6530	AR	Pediatric
LDB3	15710	AD	Pediatric
LDHA	6535	AR	Pediatric
LDHB	6541	AR	N/A
LDHD	19708	AR	Adult
LDLR	6547	AD/AR	Pediatric
LDLRAP1	18640	AR	Pediatric
LEFTY2	3122	AD	N/A
LEMD2	21244	AD/AR	Pediatric
LEMD3	28887	AD	N/A
LEP	6553	AR	Pediatric
LEPR	6554	AR	Pediatric
LFNG	6560	AR	N/A
LGI1	6572	AD	N/A
LGI4	18712	AR	N/A
LGR4	13299	AD	N/A
LHB	6584	AR	Pediatric
LHCGR	6585	AR	Pediatric
LHFPL5	21253	AR	Pediatric
LHX3	6595	AR	Pediatric
LHX4	21734	AD	Pediatric
LIAS	16429	AR	N/A
LIFR	6597	AR	N/A
LIG4	6601	AR	Pediatric
LIM2	6610	AR	N/A
LIMA1	24636	AD	N/A
LIMS2	16084	AD	Adult
LINGO1	21205	AR	N/A
LINS1	30922	AR	N/A
LIPA	6617	AR	Pediatric
LIPC	6619	AR	Pediatric
LIPE	6621	AR	Pediatric
LIPH	18483	AR	N/A
LIPI	18821	AD	Pediatric
LIPN	23452	AR	N/A
LIPT1	29569	AR	N/A
LIPT2	37216	AR	N/A
LITAF	16841	AD	N/A
LMAN1	6631	AR	Pediatric
LMAN2L	19263	AR	N/A
LMBR1	13243	AD/AR	N/A
LMBRD1	23038	AR	Pediatric
LMBRD2	25287	AD	N/A
LMF1	14154	AR	Pediatric
LMNA	6636	AD/AR 	Pediatric
LMNB1	6637	AD	N/A
LMNB2	6638	AD/AR	N/A
LMOD1	6647	AR	N/A
LMOD3	6649	AR	N/A
LMX1A	6653	AD	Pediatric
LMX1B	6654	AD	Pediatric
LNPK	21610	AR	N/A
LOC111365204	1	AD	N/A
LONP1	9479	AR	N/A
LORICRIN	6663	AD	N/A
LOX	6664	AD	Pediatric
LOXHD1	26521	AR	N/A
LPA	6667	AR	N/A
LPAR6	15520	AR	N/A
LPIN1	13345	AR	Pediatric
LPIN2	14450	AR	Pediatric
LPL	6677	AD/AR	Pediatric
LRAT	6685	AR	N/A
LRBA	1742	AR	Pediatric
LRIG2	20889	AR	Pediatric
LRIT3	24783	AR	N/A
LRMDA	23405	AR	N/A
LRP1	6692	AD/AR	N/A
LRP12	31708	AD	N/A
LRP2	6694	AR	Pediatric
LRP4	6696	AD/AR	N/A
LRP5	6697	AD/AR/Digenic	N/A
LRP6	6698	AD	Pediatric
LRPAP1	6701	AR	N/A
LRPPRC	15714	AR	N/A
LRRC32	4161	AR	N/A
LRRC56	25430	AR	Pediatric
LRRC8A	19027	AD	Pediatric
LRRK1	18608	AR	N/A
LRRK2	18618	AD	Adult
LRSAM1	25135	AR	N/A
LRTOMT	25033	AR	Pediatric
LSS	6708	AR	N/A
LTBP2	6715	AR	Pediatric
LTBP3	6716	AD/AR	N/A
LTBP4	6717	AR	N/A
LTC4S	6719	AR	Pediatric
LYRM4	21365	AR	N/A
LYRM7	28072	AR	N/A
LYST	1968	AR	Pediatric
LYZ	6740	AD	N/A
LZTFL1	6741	AR	Pediatric
LZTR1	6742	AD/AR	Pediatric (Noonan syndrome 10; Noonan syndrome 2); Adult (Schwannomatosis 2)
M1AP	25183	AR	N/A
MAB21L1	6757	AR	N/A
MAB21L2	6758	AR	N/A
MACF1	13664	AD	N/A
MAD2L2	6764	AR	Pediatric
MADD	6766	AR	Pediatric
MAF	6776	AD	Pediatric
MAFA	23145	AD	Pediatric
MAFB	6408	AD	Pediatric
MAG	6783	AR	N/A
MAGED2	16353	XL	Pediatric
MAGEL2	6814	AD	Pediatric
MAGI2	18957	AR	N/A
MAGT1	28880	XL	Pediatric
MAK	6816	AR	N/A
MALT1	6819	AR	Pediatric
MAMLD1	2568	XL	N/A
MAN1B1	6823	AR	N/A
MAN2B1	6826	AR	Pediatric
MANBA	6831	AR	N/A
MAOA	6833	XL	N/A
MAP1B	6836	AD	N/A
MAP2K1	6840	AD	Pediatric
MAP2K2	6842	AD	Pediatric
MAP3K1	6848	AD	Pediatric
MAP3K14	6853	AR	Pediatric
MAP3K20	17797	AD/AR	N/A
MAP3K6	6858	AD	Adult
MAP3K7	6859	AD	Pediatric
MAPK1	6871	AD	Pediatric
MAPK10	6872	AD	N/A
MAPK8IP1	6882	AD	N/A
MAPK8IP3	6884	AD	N/A
MAPKAPK3	6888	AD	N/A
MAPKBP1	29536	AR	N/A
MAPRE2	6891	AD	N/A
MAPT	6893	AD/AR	N/A
MARCHF6	30550	AD	N/A
MARK3	6897	AR	N/A
MARS1	6898	AR	Pediatric
MARS2	25133	AR	N/A
MARVELD2	26401	AR	Pediatric
MASP1	6901	AR	Pediatric
MASP2	6902	AR	Pediatric
MAST1	19034	AD	N/A
MASTL	19042	AD	Pediatric
MAT1A	6903	AD/AR	Pediatric
MATN3	6909	AD/AR	N/A
MATR3	6912	AD	N/A
MAX	6913	AD	Pediatric
MBD5	20444	AD	N/A
MBL2	6922	AD	Pediatric
MBOAT7	15505	AR	N/A
MBTPS1	15456	AR	N/A
MBTPS2	15455	XL	N/A
MC1R	6929	AD	Pediatric
MC2R	6930	AR	Pediatric
MC3R	6931	AD	N/A
MC4R	6932	AD	N/A
MCCC1	6936	AR	Pediatric
MCCC2	6937	AR	Pediatric
MCEE	16732	AR	N/A
MCFD2	18451	AR	Pediatric
MCIDAS	40050	AR	Pediatric
MCM10	18043	AR	Pediatric
MCM2	6944	AD	N/A
MCM3AP	6946	AR	N/A
MCM4	6947	AR	Pediatric
MCM5	6948	AR	N/A
MCM6	6949	AD	N/A
MCM8	16147	AR	Pediatric
MCM9	21484	AR	Pediatric
MCOLN1	13356	AR	N/A
MCPH1	6954	AR	N/A
MDH1	6970	AR	N/A
MDH2	6971	AR	N/A
MDM2	6973	AR	Pediatric
MDM4	6974	AD	Pediatric
MECOM	3498	AD	Pediatric
MECP2	6990	XL	N/A
MECR	19691	AR	N/A
MED12	11957	XL	N/A
MED12L	16050	AD	N/A
MED13	22474	AD	N/A
MED13L	22962	AD/AR	Pediatric
MED17	2375	AR	N/A
MED23	2372	AR	N/A
MED25	28845	AR	Pediatric
MED27	2377	AR	N/A
MEF2C	6996	AD	N/A
MEFV	6998	AD/AR	Pediatric
MEGF10	29634	AR	N/A
MEGF8	3233	AR	Pediatric
MEI1	28613	AR	Pediatric
MEIOB	28569	AR	N/A
MEIS2	7001	AD	Pediatric
MEN1	7010	AD	Adult
MEOX1	7013	AR	N/A
MERTK	7027	AD/AR	N/A
MESD	13520	AR	N/A
MESP2	29659	AR	N/A
MET	7029	AD/AR	Pediatric (Deafness, autosomal recessive 97); Adult (Renal cell carcinoma, papillary)
METTL13	24248	AD	N/A
METTL23	26988	AR	N/A
METTL5	25006	AR	N/A
MFAP5	29673	AD	Pediatric
MFF	24858	AR	N/A
MFN2	16877	AD/AR	N/A
MFRP	18121	AR	N/A
MFSD2A	25897	AR	N/A
MFSD8	28486	AR	Pediatric
MGAT2	7045	AR	Pediatric
MGME1	16205	AR	Pediatric
MGP	7060	AR	Pediatric
MIA3	24008	AR	Pediatric
MIB1	21086	AD	Pediatric
MICOS13	33702	AR	N/A
MICU1	1530	AR	N/A
MID1	7095	XL	Pediatric
MID2	7096	XL	N/A
MIEF2	17920	AR	Pediatric
MINPP1	7102	AR	N/A
MIP	7103	AD	N/A
MIPEP	7104	AR	Pediatric
MIR140	31527	AD	N/A
MIR17HG	23564	AD	Pediatric
MIR184	31555	AD	N/A
MIR204	31582	AD	N/A
MIR96	31648	AD	Pediatric
MITF	7105	AD	Pediatric (Waardenburg syndrome, type 2A; Tietz albinism-deafness syndrome; Coloboma, osteopetrosis, microphthalmia, macrocephaly, albinism, and deafness (COMMAD)); Adult (Melanoma, cutaneous malignant, susceptibility to, 8; Renal cell carcinoma with or without malignant melanoma)
MKKS	7108	AR 	Pediatric
MKRN3	7114	AD	N/A
MKS1	7121	AR 	N/A
MLC1	17082	AR	N/A
MLH1	7127	AD/AR	Adult (Colorectal cancer, hereditary nonpolyposis, type 2; Endometrial cancer; Muir-Torre syndrome)/Pediatric (Mismatch repair cancer syndrome)
MLH3	7128	AD	Adult
MLPH	29643	AR	N/A
MLYCD	7150	AR	Pediatric
MMAA	18871	AR	Pediatric
MMAB	19331	AR	Pediatric
MMACHC	24525	AR/Digenic	Pediatric
MMADHC	25221	AR	Pediatric
MME	7154	AR	N/A
MMP13	7159	AD/AR	N/A
MMP14	7160	AR	N/A
MMP19	7165	AD	N/A
MMP2	7166	AR	N/A
MMP20	7167	AR	N/A
MMP21	14357	AR	Pediatric
MMP9	7176	AR	N/A
MMUT	7526	AR	Pediatric
MN1	7180	AD	Pediatric
MNS1	29636	AR	Pediatric
MNX1	4979	AD	Pediatric
MOCOS	18234	AR	Pediatric
MOCS1	7190	AR	Pediatric
MOCS2	7193	AR	N/A
MOG	7197	AD	N/A
MOGS	24862	AR	Pediatric
MORC2	23573	AD	N/A
MPC1	21606	AR	N/A
MPDU1	7207	AR	Pediatric
MPDZ	7208	AR	N/A
MPEG1	29619	AD	Pediatric
MPI	7216	AR	Pediatric
MPIG6B	13937	AR	Pediatric
MPL	7217	AD/AR	Pediatric
MPLKIP	16002	AR	N/A
MPO	7218	AR	Pediatric
MPV17	7224	AR	Pediatric
MPZ	7225	AD	N/A
MPZL2	3496	AR	Pediatric
MR1	4975	AD	N/A
MRAP	1304	AR	Pediatric
MRAP2	21232	AD	N/A
MRAS	7227	AD	Pediatric
MRE11	7230	AD	Adult
MRM2	16352	AR	N/A
MRPL12	10378	AR	N/A
MRPL3	10379	AR	N/A
MRPL44	16650	AR	Pediatric
MRPS14	14049	AR	Pediatric
MRPS16	14048	AR	N/A
MRPS2	14495	AR	N/A
MRPS22	14508	AR	N/A
MRPS23	14509	AR	N/A
MRPS25	14511	AR	Pediatric
MRPS28	14513	AR	N/A
MRPS34	16618	AR	N/A
MRPS7	14499	AR	Pediatric
MRTFA	14334	AR	Pediatric
MS4A1	7315	AR	Pediatric
MSH2	7325	AD/AR	Adult (Colorectal cancer, hereditary nonpolyposis, type 1; Endometrial cancer; Muir-Torre syndrome)/Pediatric (Mismatch repair cancer syndrome)
MSH3	7326	AD	Adult
MSH5	7328	AR	Pediatric
MSH6	7329	AD/AR	Adult (Colorectal cancer, hereditary nonpolyposis type 5; Endometrial cancer)/Pediatric (Mismatch repair cancer syndrome)
MSL3	7370	XL	N/A
MSMO1	10545	AR	Pediatric
MSN	7373	XL	Pediatric
